,Origin_Airport,Destination_Airport,Departure_Time,Arrival_Time,Airline,Duration,Date,Price
493,SGN,DAD,10:00 AM,11:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫2,499,000"
494,SGN,DAD,10:30 AM,12:00 PM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫2,499,000"
495,SGN,DAD,11:45 AM,1:15 PM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫2,499,000"
496,SGN,DAD,1:05 PM,2:30 PM,Vietnam Airlines,1 hr 25 min,2024-06-20,"₫2,499,000"
497,SGN,DAD,3:20 PM,4:45 PM,Vietnam Airlines,1 hr 25 min,2024-06-20,"₫2,499,000"
498,SGN,DAD,3:35 PM,5:05 PM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫2,499,000"
499,SGN,DAD,4:00 PM,5:35 PM,Vietnam Airlines,1 hr 35 min,2024-06-20,"₫2,499,000"
500,SGN,DAD,6:00 AM,7:30 AM,Vietnam Airlines,1 hr 30 min,2024-06-20,"₫4,780,000"
501,SGN,DAD,7:10 AM,8:20 AM,Vietnam Airlines,1 hr 10 min,2024-06-20,"₫4,780,000"
502,SGN,DIN,9:30 AM,11:30 AM,VietJet Air,2 hr,2024-06-13,"₫2,084,600"
503,SGN,DIN,9:30 AM,11:30 AM,VietJet Air,2 hr,2024-06-15,"₫2,289,800"
504,SGN,DIN,9:30 AM,11:30 AM,VietJet Air,2 hr,2024-06-16,"₫1,868,600"
505,SGN,DIN,9:30 AM,11:30 AM,VietJet Air,2 hr,2024-06-18,"₫1,868,600"
506,SGN,DIN,9:30 AM,11:30 AM,VietJet Air,2 hr,2024-06-20,"₫1,868,600"
507,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-13,"₫1,911,800"
508,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-13,"₫1,911,800"
509,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-13,"₫2,113,000"
510,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-14,"₫1,911,800"
511,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-14,"₫2,289,800"
512,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-14,"₫2,502,000"
513,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-15,"₫1,760,600"
514,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-15,"₫1,911,800"
515,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-15,"₫2,113,000"
516,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-16,"₫1,598,600"
517,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-16,"₫1,760,600"
518,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-17,"₫1,598,600"
519,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-17,"₫1,598,600"
520,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-17,"₫1,929,000"
521,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-18,"₫1,598,600"
522,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-18,"₫1,598,600"
523,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-18,"₫1,929,000"
524,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-19,"₫1,598,600"
525,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-19,"₫1,598,600"
526,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-19,"₫1,929,000"
527,SGN,VDH,7:25 AM,9:00 AM,VietJet Air,1 hr 35 min,2024-06-20,"₫1,598,600"
528,SGN,VDH,4:05 PM,5:40 PM,VietJet Air,1 hr 35 min,2024-06-20,"₫1,598,600"
529,SGN,VDH,7:20 AM,9:00 AM,Vietnam Airlines,1 hr 40 min,2024-06-20,"₫1,929,000"
530,SGN,VDH,,,,,2024-06-20,
531,SGN,VDH,,,,,2024-06-20,
532,SGN,VDH,,,,,2024-06-20,
533,SGN,VDO,7:05 AM,9:25 AM,VietJet Air,2 hr 20 min,2024-06-14,"₫1,868,600"
534,SGN,VDO,5:50 AM,8:05 AM,Vietnam Airlines,2 hr 15 min,2024-06-15,"₫2,631,000"
535,SGN,VDO,7:05 AM,9:25 AM,VietJet Air,2 hr 20 min,2024-06-16,"₫1,868,600"
536,SGN,VDO,5:50 AM,8:05 AM,Vietnam Airlines,2 hr 15 min,2024-06-18,"₫1,940,000"
537,SGN,VDO,,,,,2024-06-18,
538,SGN,VDO,7:05 AM,9:25 AM,VietJet Air,2 hr 20 min,2024-06-19,"₫1,868,600"
539,SGN,VDO,,,,,2024-06-19,
540,SGN,VDO,5:50 AM,8:05 AM,Vietnam Airlines,2 hr 15 min,2024-06-20,"₫1,940,000"
541,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
542,SGN,HPH,10:20 AM,12:20 PM,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
543,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
544,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
545,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
546,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
547,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-13,"₫1,803,800"
548,SGN,HPH,7:05 AM,9:05 AM,VietJet Air,2 hr,2024-06-13,"₫1,976,600"
549,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-13,"₫2,041,000"
550,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-13,"₫2,145,000"
551,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-13,"₫2,145,000"
552,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-13,"₫2,145,000"
553,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-13,"₫2,361,000"
554,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-14,"₫1,674,000"
555,SGN,HPH,10:20 AM,12:20 PM,VietJet Air,2 hr,2024-06-14,"₫1,803,800"
556,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-14,"₫1,803,800"
557,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-14,"₫1,803,800"
558,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-14,"₫1,803,800"
559,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-14,"₫1,803,800"
560,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-14,"₫1,803,800"
561,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-14,"₫1,976,600"
562,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-14,"₫2,145,000"
563,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-14,"₫2,361,000"
564,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-14,"₫2,577,000"
565,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-14,"₫3,020,000"
566,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-15,"₫1,803,800"
567,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-15,"₫1,803,800"
568,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-15,"₫1,803,800"
569,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-15,"₫1,803,800"
570,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-15,"₫1,803,800"
571,SGN,HPH,7:05 AM,9:05 AM,VietJet Air,2 hr,2024-06-15,"₫1,976,600"
572,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-15,"₫1,976,600"
573,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-15,"₫2,041,000"
574,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-15,"₫2,145,000"
575,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-15,"₫2,145,000"
576,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-15,"₫2,361,000"
577,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-16,"₫1,555,000"
578,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-16,"₫1,803,800"
579,SGN,HPH,10:20 AM,12:20 PM,VietJet Air,2 hr,2024-06-16,"₫1,803,800"
580,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-16,"₫1,803,800"
581,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-16,"₫1,976,600"
582,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-16,"₫1,976,600"
583,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-16,"₫2,138,600"
584,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-16,"₫2,145,000"
585,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-16,"₫2,361,000"
586,SGN,HPH,9:55 AM,12:05 PM,Vietnam Airlines,2 hr 10 min,2024-06-16,"₫2,577,000"
587,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-16,"₫2,793,000"
588,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-16,"₫2,916,200"
589,SGN,HPH,10:20 AM,12:20 PM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
590,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
591,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
592,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
593,SGN,HPH,7:05 AM,9:05 AM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
594,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
595,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
596,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-17,"₫1,803,800"
597,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-17,"₫1,929,000"
598,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-17,"₫2,041,000"
599,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-17,"₫2,145,000"
600,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-17,"₫2,145,000"
601,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-17,"₫2,361,000"
602,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-18,"₫1,555,000"
603,SGN,HPH,10:20 AM,12:20 PM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
604,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-18,"₫1,929,000"
605,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
606,SGN,HPH,7:05 AM,9:05 AM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
607,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
608,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
609,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
610,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
611,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-18,"₫1,803,800"
612,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-18,"₫1,929,000"
613,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-18,"₫2,145,000"
614,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-18,"₫2,145,000"
615,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-19,"₫1,555,000"
616,SGN,HPH,10:20 AM,12:20 PM,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
617,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-19,"₫1,929,000"
618,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
619,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
620,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
621,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
622,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
623,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-19,"₫1,803,800"
624,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-19,"₫1,929,000"
625,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-19,"₫2,145,000"
626,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-19,"₫2,145,000"
627,SGN,HPH,6:10 AM,8:15 AM,Bamboo Airways,2 hr 5 min,2024-06-20,"₫1,555,000"
628,SGN,HPH,12:10 PM,2:10 PM,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
629,SGN,HPH,6:05 PM,8:10 PM,Vietnam Airlines,2 hr 5 min,2024-06-20,"₫1,929,000"
630,SGN,HPH,5:30 AM,7:30 AM,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
631,SGN,HPH,7:05 AM,9:05 AM,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
632,SGN,HPH,2:10 PM,4:10 PM,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
633,SGN,HPH,4:35 PM,6:35 PM,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
634,SGN,HPH,8:15 PM,10:15 PM,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
635,SGN,HPH,10:10 PM,12:10 AM+1,VietJet Air,2 hr,2024-06-20,"₫1,803,800"
636,SGN,HPH,8:30 PM,10:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-20,"₫1,929,000"
637,SGN,HPH,9:10 AM,11:20 AM,Vietnam Airlines,2 hr 10 min,2024-06-20,"₫2,145,000"
638,SGN,HPH,12:25 PM,2:35 PM,Vietnam Airlines,2 hr 10 min,2024-06-20,"₫2,361,000"
639,SGN,HAN,11:00 PM,1:20 AM+1,Vietnam Airlines,2 hr 20 min,2024-06-13,"₫1,724,000"
640,SGN,HAN,5:45 AM,7:50 AM,Vietravel Airlines,2 hr 5 min,2024-06-13,"₫1,726,040"
641,SGN,HAN,5:25 AM,7:35 AM,Bamboo Airways,2 hr 10 min,2024-06-13,"₫1,933,000"
642,SGN,HAN,10:30 PM,12:50 AM+1,Vietnam Airlines,2 hr 20 min,2024-06-13,"₫1,724,000"
643,SGN,HAN,6:50 PM,9:10 PM,Vietravel Airlines,2 hr 20 min,2024-06-13,"₫1,726,040"
644,SGN,HAN,9:55 PM,12:05 AM+1,VietJet Air,2 hr 10 min,2024-06-13,"₫1,803,800"
645,SGN,HAN,10:20 PM,12:10 AM+1,VietJet Air,1 hr 50 min,2024-06-13,"₫1,803,800"
646,SGN,HAN,10:50 PM,1:00 AM+1,VietJet Air,2 hr 10 min,2024-06-13,"₫1,803,800"
647,SGN,HAN,8:45 PM,10:50 PM,Vietnam Airlines,2 hr 5 min,2024-06-13,"₫1,929,000"
648,SGN,HAN,8:55 PM,11:15 PM,Vietnam Airlines,2 hr 20 min,2024-06-13,"₫1,929,000"
649,SGN,HAN,9:30 PM,11:45 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫1,929,000"
650,SGN,HAN,10:00 PM,12:10 AM+1,Vietnam Airlines,2 hr 10 min,2024-06-13,"₫1,929,000"
651,SGN,HAN,8:35 PM,10:45 PM,Bamboo Airways,2 hr 10 min,2024-06-13,"₫1,933,000"
652,SGN,HAN,9:55 PM,12:05 AM+1,Bamboo Airways,2 hr 10 min,2024-06-13,"₫1,933,000"
653,SGN,HAN,4:55 AM,7:10 AM,VietJet Air,2 hr 15 min,2024-06-13,"₫1,976,600"
654,SGN,HAN,5:25 AM,7:35 AM,VietJet Air,2 hr 10 min,2024-06-13,"₫1,976,600"
655,SGN,HAN,6:00 AM,8:10 AM,VietJet Air,2 hr 10 min,2024-06-13,"₫1,976,600"
656,SGN,HAN,7:45 AM,9:55 AM,Bamboo Airways,2 hr 10 min,2024-06-13,"₫2,117,000"
657,SGN,HAN,1:35 PM,3:45 PM,Bamboo Airways,2 hr 10 min,2024-06-13,"₫2,117,000"
658,SGN,HAN,3:15 PM,5:25 PM,Bamboo Airways,2 hr 10 min,2024-06-13,"₫2,117,000"
659,SGN,HAN,5:00 AM,7:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
660,SGN,HAN,7:00 AM,9:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
661,SGN,HAN,10:00 AM,12:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
662,SGN,HAN,11:00 AM,1:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
663,SGN,HAN,12:00 PM,2:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
664,SGN,HAN,1:00 PM,3:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
665,SGN,HAN,2:00 PM,4:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
666,SGN,HAN,3:00 PM,5:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
667,SGN,HAN,3:30 PM,5:45 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
668,SGN,HAN,4:00 PM,6:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
669,SGN,HAN,4:40 PM,7:10 PM,Vietnam Airlines,2 hr 30 min,2024-06-13,"₫2,134,000"
670,SGN,HAN,5:00 PM,7:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
671,SGN,HAN,5:30 PM,7:35 PM,Vietnam Airlines,2 hr 5 min,2024-06-13,"₫2,134,000"
672,SGN,HAN,6:00 PM,8:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
673,SGN,HAN,7:00 PM,9:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
674,SGN,HAN,7:35 PM,9:40 PM,Vietnam Airlines,2 hr 5 min,2024-06-13,"₫2,134,000"
675,SGN,HAN,8:00 PM,10:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,134,000"
676,SGN,HAN,12:10 PM,2:20 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
677,SGN,HAN,1:20 PM,3:30 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
678,SGN,HAN,1:50 PM,4:00 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
679,SGN,HAN,2:40 PM,4:50 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
680,SGN,HAN,3:30 PM,5:40 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
681,SGN,HAN,4:35 PM,6:45 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
682,SGN,HAN,4:50 PM,6:55 PM,VietJet Air,2 hr 5 min,2024-06-13,"₫2,138,600"
683,SGN,HAN,5:40 PM,7:50 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
684,SGN,HAN,7:40 PM,9:50 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
685,SGN,HAN,8:50 PM,11:00 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,138,600"
686,SGN,HAN,7:00 AM,9:10 AM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,322,200"
687,SGN,HAN,8:45 AM,11:00 AM,VietJet Air,2 hr 15 min,2024-06-13,"₫2,322,200"
688,SGN,HAN,9:45 AM,11:55 AM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,322,200"
689,SGN,HAN,10:10 AM,12:20 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,322,200"
690,SGN,HAN,11:00 AM,1:10 PM,VietJet Air,2 hr 10 min,2024-06-13,"₫2,322,200"
691,SGN,HAN,6:00 AM,8:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,340,000"
692,SGN,HAN,8:00 AM,10:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-13,"₫2,340,000"
693,SGN,HAN,9:00 AM,11:20 AM,Vietnam Airlines,2 hr 20 min,2024-06-13,"₫2,340,000"
694,SGN,HAN,5:45 AM,7:50 AM,Vietravel Airlines,2 hr 5 min,2024-06-14,"₫1,726,040"
695,SGN,HAN,11:15 PM,1:25 AM+1,Bamboo Airways,2 hr 10 min,2024-06-14,"₫1,739,000"
696,SGN,HAN,6:30 AM,8:35 AM,Vietnam Airlines,2 hr 5 min,2024-06-14,"₫1,929,000"
697,SGN,HAN,10:30 PM,12:50 AM+1,Vietnam Airlines,2 hr 20 min,2024-06-14,"₫1,724,000"
698,SGN,HAN,11:00 PM,1:20 AM+1,Vietnam Airlines,2 hr 20 min,2024-06-14,"₫1,724,000"
699,SGN,HAN,6:50 PM,9:10 PM,Vietravel Airlines,2 hr 20 min,2024-06-14,"₫1,726,040"
700,SGN,HAN,5:00 AM,7:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫1,929,000"
701,SGN,HAN,5:30 AM,7:50 AM,Vietnam Airlines,2 hr 20 min,2024-06-14,"₫1,929,000"
702,SGN,HAN,6:00 AM,8:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫1,929,000"
703,SGN,HAN,8:45 PM,10:50 PM,Vietnam Airlines,2 hr 5 min,2024-06-14,"₫1,929,000"
704,SGN,HAN,9:00 PM,11:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫1,929,000"
705,SGN,HAN,9:30 PM,11:45 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫1,929,000"
706,SGN,HAN,10:00 PM,12:10 AM+1,Vietnam Airlines,2 hr 10 min,2024-06-14,"₫1,929,000"
707,SGN,HAN,5:25 AM,7:35 AM,Bamboo Airways,2 hr 10 min,2024-06-14,"₫1,933,000"
708,SGN,HAN,9:55 PM,12:05 AM+1,VietJet Air,2 hr 10 min,2024-06-14,"₫1,976,600"
709,SGN,HAN,10:15 PM,12:25 AM+1,VietJet Air,2 hr 10 min,2024-06-14,"₫1,976,600"
710,SGN,HAN,10:15 PM,12:25 AM+1,VietJet Air,2 hr 10 min,2024-06-14,"₫1,976,600"
711,SGN,HAN,10:20 PM,12:10 AM+1,VietJet Air,1 hr 50 min,2024-06-14,"₫1,976,600"
712,SGN,HAN,11:00 PM,1:10 AM+1,VietJet Air,2 hr 10 min,2024-06-14,"₫1,976,600"
713,SGN,HAN,7:45 AM,9:55 AM,Bamboo Airways,2 hr 10 min,2024-06-14,"₫2,117,000"
714,SGN,HAN,8:35 PM,10:45 PM,Bamboo Airways,2 hr 10 min,2024-06-14,"₫2,117,000"
715,SGN,HAN,8:00 AM,10:15 AM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
716,SGN,HAN,9:00 AM,11:20 AM,Vietnam Airlines,2 hr 20 min,2024-06-14,"₫2,134,000"
717,SGN,HAN,9:30 AM,11:35 AM,Vietnam Airlines,2 hr 5 min,2024-06-14,"₫2,134,000"
718,SGN,HAN,10:00 AM,12:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
719,SGN,HAN,11:00 AM,1:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
720,SGN,HAN,12:00 PM,2:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
721,SGN,HAN,1:00 PM,3:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
722,SGN,HAN,3:30 PM,5:35 PM,Vietnam Airlines,2 hr 5 min,2024-06-14,"₫2,134,000"
723,SGN,HAN,3:30 PM,5:45 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
724,SGN,HAN,4:40 PM,7:10 PM,Vietnam Airlines,2 hr 30 min,2024-06-14,"₫2,134,000"
725,SGN,HAN,5:00 PM,7:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
726,SGN,HAN,5:30 PM,7:35 PM,Vietnam Airlines,2 hr 5 min,2024-06-14,"₫2,134,000"
727,SGN,HAN,6:00 PM,8:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
728,SGN,HAN,7:00 PM,9:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
729,SGN,HAN,7:30 PM,9:40 PM,Vietnam Airlines,2 hr 10 min,2024-06-14,"₫2,134,000"
730,SGN,HAN,8:00 PM,10:15 PM,Vietnam Airlines,2 hr 15 min,2024-06-14,"₫2,134,000"
731,SGN,HAN,4:55 AM,7:10 AM,VietJet Air,2 hr 15 min,2024-06-14,"₫2,138,600"
732,SGN,HAN,5:25 AM,7:35 AM,VietJet Air,2 hr 10 min,2024-06-14,"₫2,138,600"
733,SGN,HAN,6:00 AM,8:10 AM,VietJet Air,2 hr 10 min,2024-06-14,"₫2,138,600"
734,SGN,HAN,7:00 AM,9:10 AM,VietJet Air,2 hr 10 min,2024-06-14,"₫2,322,200"
735,SGN,HAN,8:45 AM,11:00 AM,VietJet Air,2 hr 15 min,2024-06-14,"₫2,322,200"
736,SGN,HAN,9:30 AM,11:40 AM,VietJet Air,2 hr 10 min,2024-06-14,"₫2,322,200"
737,SGN,HAN,9:45 AM,11:55 AM,VietJet Air,2 hr 10 min,2024-06-14,"₫2,322,200"
